ID;Radius;Mass;Energy;Nichel
7382;21.0;12.0;5.50;0.020
7383;21.0;12.0;5.50;0.030
7384;21.0;12.0;5.50;0.040
7385;21.0;12.0;5.50;0.050
7386;21.0;12.0;5.50;0.060
7387;21.0;12.0;5.50;0.070
7388;21.0;12.0;5.50;0.080
7389;21.0;12.0;5.50;0.090
7390;21.0;12.0;5.50;0.100
7391;23.0;12.0;5.50;0.010
7392;23.0;12.0;5.50;0.020
7393;23.0;12.0;5.50;0.030
7394;23.0;12.0;5.50;0.040
7395;23.0;12.0;5.50;0.050
7396;23.0;12.0;5.50;0.060
7397;23.0;12.0;5.50;0.070
7398;23.0;12.0;5.50;0.080
7399;23.0;12.0;5.50;0.090
7400;23.0;12.0;5.50;0.100
7401;25.0;12.0;5.50;0.010
7402;25.0;12.0;5.50;0.020
7403;25.0;12.0;5.50;0.030
7404;25.0;12.0;5.50;0.040
7405;25.0;12.0;5.50;0.050
7406;25.0;12.0;5.50;0.060
7407;25.0;12.0;5.50;0.070
7408;25.0;12.0;5.50;0.080
7409;25.0;12.0;5.50;0.090
7410;25.0;12.0;5.50;0.100
7411;1.0;14.0;5.50;0.010
7412;1.0;14.0;5.50;0.020
7413;1.0;14.0;5.50;0.030
7414;1.0;14.0;5.50;0.040
7415;1.0;14.0;5.50;0.050
7416;1.0;14.0;5.50;0.060
7417;1.0;14.0;5.50;0.070
7418;1.0;14.0;5.50;0.080
7419;1.0;14.0;5.50;0.090
7420;1.0;14.0;5.50;0.100
7421;3.0;14.0;5.50;0.010
7422;3.0;14.0;5.50;0.020
7423;3.0;14.0;5.50;0.030
7424;3.0;14.0;5.50;0.040
7425;3.0;14.0;5.50;0.050
7426;3.0;14.0;5.50;0.060
7427;3.0;14.0;5.50;0.070
7428;3.0;14.0;5.50;0.080
7429;3.0;14.0;5.50;0.090
7430;3.0;14.0;5.50;0.100
7431;5.0;14.0;5.50;0.010
7432;5.0;14.0;5.50;0.020
7433;5.0;14.0;5.50;0.030
7434;5.0;14.0;5.50;0.040
7435;5.0;14.0;5.50;0.050
7436;5.0;14.0;5.50;0.060
7437;5.0;14.0;5.50;0.070
7438;5.0;14.0;5.50;0.080
7439;5.0;14.0;5.50;0.090
7440;5.0;14.0;5.50;0.100
7441;7.0;14.0;5.50;0.010
7442;7.0;14.0;5.50;0.020
7443;7.0;14.0;5.50;0.030
7444;7.0;14.0;5.50;0.040
7445;7.0;14.0;5.50;0.050
7446;7.0;14.0;5.50;0.060
7447;7.0;14.0;5.50;0.070
7448;7.0;14.0;5.50;0.080
7449;7.0;14.0;5.50;0.090
7450;7.0;14.0;5.50;0.100
7451;9.0;14.0;5.50;0.010
7452;9.0;14.0;5.50;0.020
7453;9.0;14.0;5.50;0.030
7454;9.0;14.0;5.50;0.040
7455;9.0;14.0;5.50;0.050
7456;9.0;14.0;5.50;0.060
7457;9.0;14.0;5.50;0.070
7458;9.0;14.0;5.50;0.080
7459;9.0;14.0;5.50;0.090
7460;9.0;14.0;5.50;0.100
7461;11.0;14.0;5.50;0.010
7462;11.0;14.0;5.50;0.020
7463;11.0;14.0;5.50;0.030
7464;11.0;14.0;5.50;0.040
7465;11.0;14.0;5.50;0.050
7466;11.0;14.0;5.50;0.060
7467;11.0;14.0;5.50;0.070
7468;11.0;14.0;5.50;0.080
7469;11.0;14.0;5.50;0.090
7470;11.0;14.0;5.50;0.100
7471;13.0;14.0;5.50;0.010
7472;13.0;14.0;5.50;0.020
7473;13.0;14.0;5.50;0.030
7474;13.0;14.0;5.50;0.040
7475;13.0;14.0;5.50;0.050
7476;13.0;14.0;5.50;0.060
7477;13.0;14.0;5.50;0.070
7478;13.0;14.0;5.50;0.080
7479;13.0;14.0;5.50;0.090
7480;13.0;14.0;5.50;0.100
7481;15.0;14.0;5.50;0.010
7482;15.0;14.0;5.50;0.020
7483;15.0;14.0;5.50;0.030
7484;15.0;14.0;5.50;0.040
7485;15.0;14.0;5.50;0.050
7486;15.0;14.0;5.50;0.060
7487;15.0;14.0;5.50;0.070
7488;15.0;14.0;5.50;0.080
7489;15.0;14.0;5.50;0.090
7490;15.0;14.0;5.50;0.100
7491;17.0;14.0;5.50;0.010
7492;17.0;14.0;5.50;0.020
7493;17.0;14.0;5.50;0.030
7494;17.0;14.0;5.50;0.040
7495;17.0;14.0;5.50;0.050
7496;17.0;14.0;5.50;0.060
7497;17.0;14.0;5.50;0.070
7498;17.0;14.0;5.50;0.080
7499;17.0;14.0;5.50;0.090
7500;17.0;14.0;5.50;0.100
7501;19.0;14.0;5.50;0.010
7502;19.0;14.0;5.50;0.020
7503;19.0;14.0;5.50;0.030
7504;19.0;14.0;5.50;0.040
7505;19.0;14.0;5.50;0.050
7506;19.0;14.0;5.50;0.060
7507;19.0;14.0;5.50;0.070
7508;19.0;14.0;5.50;0.080
7509;19.0;14.0;5.50;0.090
7510;19.0;14.0;5.50;0.100
7511;21.0;14.0;5.50;0.010
7512;21.0;14.0;5.50;0.020
7513;21.0;14.0;5.50;0.030
7514;21.0;14.0;5.50;0.040
7515;21.0;14.0;5.50;0.050
7516;21.0;14.0;5.50;0.060
7517;21.0;14.0;5.50;0.070
7518;21.0;14.0;5.50;0.080
7519;21.0;14.0;5.50;0.090
7520;21.0;14.0;5.50;0.100
7521;23.0;14.0;5.50;0.010
7522;23.0;14.0;5.50;0.020
7523;23.0;14.0;5.50;0.030
7524;23.0;14.0;5.50;0.040
7525;23.0;14.0;5.50;0.050
7526;23.0;14.0;5.50;0.060
7527;23.0;14.0;5.50;0.070
7528;23.0;14.0;5.50;0.080
7529;23.0;14.0;5.50;0.090
7530;23.0;14.0;5.50;0.100
7531;25.0;14.0;5.50;0.010
7532;25.0;14.0;5.50;0.020
7533;25.0;14.0;5.50;0.030
7534;25.0;14.0;5.50;0.040
7535;25.0;14.0;5.50;0.050
7536;25.0;14.0;5.50;0.060
7537;25.0;14.0;5.50;0.070
7538;25.0;14.0;5.50;0.080
7539;25.0;14.0;5.50;0.090
7540;25.0;14.0;5.50;0.100
7541;1.0;16.0;5.50;0.010
7542;1.0;16.0;5.50;0.020
7543;1.0;16.0;5.50;0.030
7544;1.0;16.0;5.50;0.040
7545;1.0;16.0;5.50;0.050
7546;1.0;16.0;5.50;0.060
7547;1.0;16.0;5.50;0.070
7548;1.0;16.0;5.50;0.080
7549;1.0;16.0;5.50;0.090
7550;1.0;16.0;5.50;0.100
7551;3.0;16.0;5.50;0.010
7552;3.0;16.0;5.50;0.020
7553;3.0;16.0;5.50;0.030
7554;3.0;16.0;5.50;0.040
7555;3.0;16.0;5.50;0.050
7556;3.0;16.0;5.50;0.060
7557;3.0;16.0;5.50;0.070
7558;3.0;16.0;5.50;0.080
7559;3.0;16.0;5.50;0.090
7560;3.0;16.0;5.50;0.100
7561;5.0;16.0;5.50;0.010
7562;5.0;16.0;5.50;0.020
7563;5.0;16.0;5.50;0.030
7564;5.0;16.0;5.50;0.040
7565;5.0;16.0;5.50;0.050
7566;5.0;16.0;5.50;0.060
7567;5.0;16.0;5.50;0.070
7568;5.0;16.0;5.50;0.080
7569;5.0;16.0;5.50;0.090
7570;5.0;16.0;5.50;0.100
7571;7.0;16.0;5.50;0.010
7572;7.0;16.0;5.50;0.020
7573;7.0;16.0;5.50;0.030
7574;7.0;16.0;5.50;0.040
7575;7.0;16.0;5.50;0.050
7576;7.0;16.0;5.50;0.060
7577;7.0;16.0;5.50;0.070
7578;7.0;16.0;5.50;0.080
7579;7.0;16.0;5.50;0.090
7580;7.0;16.0;5.50;0.100
7581;9.0;16.0;5.50;0.010
7582;9.0;16.0;5.50;0.020
7583;9.0;16.0;5.50;0.030
7584;9.0;16.0;5.50;0.040
7585;9.0;16.0;5.50;0.050
7586;9.0;16.0;5.50;0.060
7587;9.0;16.0;5.50;0.070
7588;9.0;16.0;5.50;0.080
7589;9.0;16.0;5.50;0.090
7590;9.0;16.0;5.50;0.100
7591;11.0;16.0;5.50;0.010
7592;11.0;16.0;5.50;0.020
7593;11.0;16.0;5.50;0.030
7594;11.0;16.0;5.50;0.040
7595;11.0;16.0;5.50;0.050
7596;11.0;16.0;5.50;0.060
7597;11.0;16.0;5.50;0.070
7598;11.0;16.0;5.50;0.080
7599;11.0;16.0;5.50;0.090
7600;11.0;16.0;5.50;0.100
7601;13.0;16.0;5.50;0.010
7602;13.0;16.0;5.50;0.020
7603;13.0;16.0;5.50;0.030
7604;13.0;16.0;5.50;0.040
7605;13.0;16.0;5.50;0.050
7606;13.0;16.0;5.50;0.060
7607;13.0;16.0;5.50;0.070
7608;13.0;16.0;5.50;0.080
7609;13.0;16.0;5.50;0.090
7610;13.0;16.0;5.50;0.100
7611;15.0;16.0;5.50;0.010
7612;15.0;16.0;5.50;0.020
7613;15.0;16.0;5.50;0.030
7614;15.0;16.0;5.50;0.040
7615;15.0;16.0;5.50;0.050
7616;15.0;16.0;5.50;0.060
7617;15.0;16.0;5.50;0.070
7618;15.0;16.0;5.50;0.080
7619;15.0;16.0;5.50;0.090
7620;15.0;16.0;5.50;0.100
7621;17.0;16.0;5.50;0.010
7622;17.0;16.0;5.50;0.020
7623;17.0;16.0;5.50;0.030
7624;17.0;16.0;5.50;0.040
7625;17.0;16.0;5.50;0.050
7626;17.0;16.0;5.50;0.060
7627;17.0;16.0;5.50;0.070
7628;17.0;16.0;5.50;0.080
7629;17.0;16.0;5.50;0.090
7630;17.0;16.0;5.50;0.100
7631;19.0;16.0;5.50;0.010
7632;19.0;16.0;5.50;0.020
7633;19.0;16.0;5.50;0.030
7634;19.0;16.0;5.50;0.040
7635;19.0;16.0;5.50;0.050
7636;19.0;16.0;5.50;0.060
7637;19.0;16.0;5.50;0.070
7638;19.0;16.0;5.50;0.080
7639;19.0;16.0;5.50;0.090
7640;19.0;16.0;5.50;0.100
7641;21.0;16.0;5.50;0.010
7642;21.0;16.0;5.50;0.020
7643;21.0;16.0;5.50;0.030
7644;21.0;16.0;5.50;0.040
7645;21.0;16.0;5.50;0.050
7646;21.0;16.0;5.50;0.060
7647;21.0;16.0;5.50;0.070
7648;21.0;16.0;5.50;0.080
7649;21.0;16.0;5.50;0.090
7650;21.0;16.0;5.50;0.100
7651;23.0;16.0;5.50;0.010
7652;23.0;16.0;5.50;0.020
7653;23.0;16.0;5.50;0.030
7654;23.0;16.0;5.50;0.040
7655;23.0;16.0;5.50;0.050
7656;23.0;16.0;5.50;0.060
7657;23.0;16.0;5.50;0.070
7658;23.0;16.0;5.50;0.080
7659;23.0;16.0;5.50;0.090
7660;23.0;16.0;5.50;0.100
7661;25.0;16.0;5.50;0.010
7662;25.0;16.0;5.50;0.020
7663;25.0;16.0;5.50;0.030
7664;25.0;16.0;5.50;0.040
7665;25.0;16.0;5.50;0.050
7666;25.0;16.0;5.50;0.060
7667;25.0;16.0;5.50;0.070
7668;25.0;16.0;5.50;0.080
7669;25.0;16.0;5.50;0.090
7670;25.0;16.0;5.50;0.100
7671;1.0;18.0;5.50;0.010
7672;1.0;18.0;5.50;0.020
7673;1.0;18.0;5.50;0.030
7674;1.0;18.0;5.50;0.040
7675;1.0;18.0;5.50;0.050
7676;1.0;18.0;5.50;0.060
7677;1.0;18.0;5.50;0.070
7678;1.0;18.0;5.50;0.080
7679;1.0;18.0;5.50;0.090
7680;1.0;18.0;5.50;0.100
7681;3.0;18.0;5.50;0.010
7682;3.0;18.0;5.50;0.020
7683;3.0;18.0;5.50;0.030
7684;3.0;18.0;5.50;0.040
7685;3.0;18.0;5.50;0.050
7686;3.0;18.0;5.50;0.060
7687;3.0;18.0;5.50;0.070
7688;3.0;18.0;5.50;0.080
7689;3.0;18.0;5.50;0.090
7690;3.0;18.0;5.50;0.100
7691;5.0;18.0;5.50;0.010
7692;5.0;18.0;5.50;0.020
7693;5.0;18.0;5.50;0.030
7694;5.0;18.0;5.50;0.040
7695;5.0;18.0;5.50;0.050
7696;5.0;18.0;5.50;0.060
7697;5.0;18.0;5.50;0.070
7698;5.0;18.0;5.50;0.080
7699;5.0;18.0;5.50;0.090
7700;5.0;18.0;5.50;0.100
7701;7.0;18.0;5.50;0.010
7702;7.0;18.0;5.50;0.020
7703;7.0;18.0;5.50;0.030
7704;7.0;18.0;5.50;0.040
7705;7.0;18.0;5.50;0.050
7706;7.0;18.0;5.50;0.060
7707;7.0;18.0;5.50;0.070
7708;7.0;18.0;5.50;0.080
7709;7.0;18.0;5.50;0.090
7710;7.0;18.0;5.50;0.100
7711;9.0;18.0;5.50;0.010
7712;9.0;18.0;5.50;0.020
7713;9.0;18.0;5.50;0.030
7714;9.0;18.0;5.50;0.040
7715;9.0;18.0;5.50;0.050
7716;9.0;18.0;5.50;0.060
7717;9.0;18.0;5.50;0.070
7718;9.0;18.0;5.50;0.080
7719;9.0;18.0;5.50;0.090
7720;9.0;18.0;5.50;0.100
7721;11.0;18.0;5.50;0.010
7722;11.0;18.0;5.50;0.020
7723;11.0;18.0;5.50;0.030
7724;11.0;18.0;5.50;0.040
7725;11.0;18.0;5.50;0.050
7726;11.0;18.0;5.50;0.060
7727;11.0;18.0;5.50;0.070
7728;11.0;18.0;5.50;0.080
7729;11.0;18.0;5.50;0.090
7730;11.0;18.0;5.50;0.100
7731;13.0;18.0;5.50;0.010
7732;13.0;18.0;5.50;0.020
7733;13.0;18.0;5.50;0.030
7734;13.0;18.0;5.50;0.040
7735;13.0;18.0;5.50;0.050
7736;13.0;18.0;5.50;0.060
7737;13.0;18.0;5.50;0.070
7738;13.0;18.0;5.50;0.080
7739;13.0;18.0;5.50;0.090
7740;13.0;18.0;5.50;0.100
7741;15.0;18.0;5.50;0.010
7742;15.0;18.0;5.50;0.020
7743;15.0;18.0;5.50;0.030
7744;15.0;18.0;5.50;0.040
7745;15.0;18.0;5.50;0.050
7746;15.0;18.0;5.50;0.060
7747;15.0;18.0;5.50;0.070
7748;15.0;18.0;5.50;0.080
7749;15.0;18.0;5.50;0.090
7750;15.0;18.0;5.50;0.100
7751;17.0;18.0;5.50;0.010
7752;17.0;18.0;5.50;0.020
7753;17.0;18.0;5.50;0.030
7754;17.0;18.0;5.50;0.040
7755;17.0;18.0;5.50;0.050
7756;17.0;18.0;5.50;0.060
7757;17.0;18.0;5.50;0.070
7758;17.0;18.0;5.50;0.080
7759;17.0;18.0;5.50;0.090
7760;17.0;18.0;5.50;0.100
7761;19.0;18.0;5.50;0.010
7762;19.0;18.0;5.50;0.020
7763;19.0;18.0;5.50;0.030
7764;19.0;18.0;5.50;0.040
7765;19.0;18.0;5.50;0.050
7766;19.0;18.0;5.50;0.060
7767;19.0;18.0;5.50;0.070
7768;19.0;18.0;5.50;0.080
7769;19.0;18.0;5.50;0.090
7770;19.0;18.0;5.50;0.100
7771;21.0;18.0;5.50;0.010
7772;21.0;18.0;5.50;0.020
7773;21.0;18.0;5.50;0.030
7774;21.0;18.0;5.50;0.040
7775;21.0;18.0;5.50;0.050
7776;21.0;18.0;5.50;0.060
7777;21.0;18.0;5.50;0.070
7778;21.0;18.0;5.50;0.080
7779;21.0;18.0;5.50;0.090
7780;21.0;18.0;5.50;0.100
7781;23.0;18.0;5.50;0.010
7782;23.0;18.0;5.50;0.020
7783;23.0;18.0;5.50;0.030
7784;23.0;18.0;5.50;0.040
7785;23.0;18.0;5.50;0.050
7786;23.0;18.0;5.50;0.060
7787;23.0;18.0;5.50;0.070
7788;23.0;18.0;5.50;0.080
7789;23.0;18.0;5.50;0.090
7790;23.0;18.0;5.50;0.100
7791;25.0;18.0;5.50;0.010
7792;25.0;18.0;5.50;0.020
7793;25.0;18.0;5.50;0.030
7794;25.0;18.0;5.50;0.040
7795;25.0;18.0;5.50;0.050
7796;25.0;18.0;5.50;0.060
7797;25.0;18.0;5.50;0.070
7798;25.0;18.0;5.50;0.080
7799;25.0;18.0;5.50;0.090
7800;25.0;18.0;5.50;0.100
7801;1.0;20.0;5.50;0.010
7802;1.0;20.0;5.50;0.020
7803;1.0;20.0;5.50;0.030
7804;1.0;20.0;5.50;0.040
7805;1.0;20.0;5.50;0.050
7806;1.0;20.0;5.50;0.060
7807;1.0;20.0;5.50;0.070
7808;1.0;20.0;5.50;0.080
7809;1.0;20.0;5.50;0.090
7810;1.0;20.0;5.50;0.100
7811;3.0;20.0;5.50;0.010
7812;3.0;20.0;5.50;0.020
7813;3.0;20.0;5.50;0.030
7814;3.0;20.0;5.50;0.040
7815;3.0;20.0;5.50;0.050
7816;3.0;20.0;5.50;0.060
7817;3.0;20.0;5.50;0.070
7818;3.0;20.0;5.50;0.080
7819;3.0;20.0;5.50;0.090
7820;3.0;20.0;5.50;0.100
7821;5.0;20.0;5.50;0.010
7822;5.0;20.0;5.50;0.020
7823;5.0;20.0;5.50;0.030
7824;5.0;20.0;5.50;0.040
7825;5.0;20.0;5.50;0.050
7826;5.0;20.0;5.50;0.060
7827;5.0;20.0;5.50;0.070
7828;5.0;20.0;5.50;0.080
7829;5.0;20.0;5.50;0.090
7830;5.0;20.0;5.50;0.100
7831;7.0;20.0;5.50;0.010
7832;7.0;20.0;5.50;0.020
7833;7.0;20.0;5.50;0.030
7834;7.0;20.0;5.50;0.040
7835;7.0;20.0;5.50;0.050
7836;7.0;20.0;5.50;0.060
7837;7.0;20.0;5.50;0.070
7838;7.0;20.0;5.50;0.080
7839;7.0;20.0;5.50;0.090
7840;7.0;20.0;5.50;0.100
7841;9.0;20.0;5.50;0.010
7842;9.0;20.0;5.50;0.020
7843;9.0;20.0;5.50;0.030
7844;9.0;20.0;5.50;0.040
7845;9.0;20.0;5.50;0.050
7846;9.0;20.0;5.50;0.060
7847;9.0;20.0;5.50;0.070
7848;9.0;20.0;5.50;0.080
7849;9.0;20.0;5.50;0.090
7850;9.0;20.0;5.50;0.100
7851;11.0;20.0;5.50;0.010
7852;11.0;20.0;5.50;0.020
7853;11.0;20.0;5.50;0.030
7854;11.0;20.0;5.50;0.040
7855;11.0;20.0;5.50;0.050
7856;11.0;20.0;5.50;0.060
7857;11.0;20.0;5.50;0.070
7858;11.0;20.0;5.50;0.080
7859;11.0;20.0;5.50;0.090
7860;11.0;20.0;5.50;0.100
7861;13.0;20.0;5.50;0.010
7862;13.0;20.0;5.50;0.020
7863;13.0;20.0;5.50;0.030
7864;13.0;20.0;5.50;0.040
7865;13.0;20.0;5.50;0.050
7866;13.0;20.0;5.50;0.060
7867;13.0;20.0;5.50;0.070
7868;13.0;20.0;5.50;0.080
7869;13.0;20.0;5.50;0.090
7870;13.0;20.0;5.50;0.100
7871;15.0;20.0;5.50;0.010
7872;15.0;20.0;5.50;0.020
7873;15.0;20.0;5.50;0.030
7874;15.0;20.0;5.50;0.040
7875;15.0;20.0;5.50;0.050
7876;15.0;20.0;5.50;0.060
7877;15.0;20.0;5.50;0.070
7878;15.0;20.0;5.50;0.080
7879;15.0;20.0;5.50;0.090
7880;15.0;20.0;5.50;0.100
7881;17.0;20.0;5.50;0.010
7882;17.0;20.0;5.50;0.020
7883;17.0;20.0;5.50;0.030
7884;17.0;20.0;5.50;0.040
7885;17.0;20.0;5.50;0.050
7886;17.0;20.0;5.50;0.060
7887;17.0;20.0;5.50;0.070
7888;17.0;20.0;5.50;0.080
7889;17.0;20.0;5.50;0.090
7890;17.0;20.0;5.50;0.100
7891;19.0;20.0;5.50;0.010
7892;19.0;20.0;5.50;0.020
7893;19.0;20.0;5.50;0.030
7894;19.0;20.0;5.50;0.040
7895;19.0;20.0;5.50;0.050
7896;19.0;20.0;5.50;0.060
7897;19.0;20.0;5.50;0.070
7898;19.0;20.0;5.50;0.080
7899;19.0;20.0;5.50;0.090
7900;19.0;20.0;5.50;0.100
7901;21.0;20.0;5.50;0.010
7902;21.0;20.0;5.50;0.020
7903;21.0;20.0;5.50;0.030
7904;21.0;20.0;5.50;0.040
7905;21.0;20.0;5.50;0.050
7906;21.0;20.0;5.50;0.060
7907;21.0;20.0;5.50;0.070
7908;21.0;20.0;5.50;0.080
7909;21.0;20.0;5.50;0.090
7910;21.0;20.0;5.50;0.100
7911;23.0;20.0;5.50;0.010
7912;23.0;20.0;5.50;0.020
7913;23.0;20.0;5.50;0.030
7914;23.0;20.0;5.50;0.040
7915;23.0;20.0;5.50;0.050
7916;23.0;20.0;5.50;0.060
7917;23.0;20.0;5.50;0.070
7918;23.0;20.0;5.50;0.080
7919;23.0;20.0;5.50;0.090
7920;23.0;20.0;5.50;0.100
7921;25.0;20.0;5.50;0.010
7922;25.0;20.0;5.50;0.020
7923;25.0;20.0;5.50;0.030
7924;25.0;20.0;5.50;0.040
7925;25.0;20.0;5.50;0.050
7926;25.0;20.0;5.50;0.060
7927;25.0;20.0;5.50;0.070
7928;25.0;20.0;5.50;0.080
7929;25.0;20.0;5.50;0.090
7930;25.0;20.0;5.50;0.100
7931;1.0;22.0;5.50;0.010
7932;1.0;22.0;5.50;0.020
7933;1.0;22.0;5.50;0.030
7934;1.0;22.0;5.50;0.040
7935;1.0;22.0;5.50;0.050
7936;1.0;22.0;5.50;0.060
7937;1.0;22.0;5.50;0.070
7938;1.0;22.0;5.50;0.080
7939;1.0;22.0;5.50;0.090
7940;1.0;22.0;5.50;0.100
7941;3.0;22.0;5.50;0.010
7942;3.0;22.0;5.50;0.020
7943;3.0;22.0;5.50;0.030
7944;3.0;22.0;5.50;0.040
7945;3.0;22.0;5.50;0.050
7946;3.0;22.0;5.50;0.060
7947;3.0;22.0;5.50;0.070
7948;3.0;22.0;5.50;0.080
7949;3.0;22.0;5.50;0.090
7950;3.0;22.0;5.50;0.100
7951;5.0;22.0;5.50;0.010
7952;5.0;22.0;5.50;0.020
7953;5.0;22.0;5.50;0.030
7954;5.0;22.0;5.50;0.040
7955;5.0;22.0;5.50;0.050
7956;5.0;22.0;5.50;0.060
7957;5.0;22.0;5.50;0.070
7958;5.0;22.0;5.50;0.080
7959;5.0;22.0;5.50;0.090
7960;5.0;22.0;5.50;0.100
7961;7.0;22.0;5.50;0.010
7962;7.0;22.0;5.50;0.020
7963;7.0;22.0;5.50;0.030
7964;7.0;22.0;5.50;0.040
7965;7.0;22.0;5.50;0.050
7966;7.0;22.0;5.50;0.060
7967;7.0;22.0;5.50;0.070
7968;7.0;22.0;5.50;0.080
7969;7.0;22.0;5.50;0.090
7970;7.0;22.0;5.50;0.100
7971;9.0;22.0;5.50;0.010
7972;9.0;22.0;5.50;0.020
7973;9.0;22.0;5.50;0.030
7974;9.0;22.0;5.50;0.040
7975;9.0;22.0;5.50;0.050
7976;9.0;22.0;5.50;0.060
7977;9.0;22.0;5.50;0.070
7978;9.0;22.0;5.50;0.080
7979;9.0;22.0;5.50;0.090
7980;9.0;22.0;5.50;0.100
7981;11.0;22.0;5.50;0.010
7982;11.0;22.0;5.50;0.020
7983;11.0;22.0;5.50;0.030
7984;11.0;22.0;5.50;0.040
7985;11.0;22.0;5.50;0.050
7986;11.0;22.0;5.50;0.060
7987;11.0;22.0;5.50;0.070
7988;11.0;22.0;5.50;0.080
7989;11.0;22.0;5.50;0.090
7990;11.0;22.0;5.50;0.100
7991;13.0;22.0;5.50;0.010
7992;13.0;22.0;5.50;0.020
7993;13.0;22.0;5.50;0.030
7994;13.0;22.0;5.50;0.040
7995;13.0;22.0;5.50;0.050
7996;13.0;22.0;5.50;0.060
7997;13.0;22.0;5.50;0.070
7998;13.0;22.0;5.50;0.080
7999;13.0;22.0;5.50;0.090
8000;13.0;22.0;5.50;0.100
8001;15.0;22.0;5.50;0.010
8002;15.0;22.0;5.50;0.020
8003;15.0;22.0;5.50;0.030
8004;15.0;22.0;5.50;0.040
8005;15.0;22.0;5.50;0.050
8006;15.0;22.0;5.50;0.060
8007;15.0;22.0;5.50;0.070
8008;15.0;22.0;5.50;0.080
8009;15.0;22.0;5.50;0.090
8010;15.0;22.0;5.50;0.100
8011;17.0;22.0;5.50;0.010
8012;17.0;22.0;5.50;0.020
8013;17.0;22.0;5.50;0.030
8014;17.0;22.0;5.50;0.040
8015;17.0;22.0;5.50;0.050
8016;17.0;22.0;5.50;0.060
8017;17.0;22.0;5.50;0.070
8018;17.0;22.0;5.50;0.080
8019;17.0;22.0;5.50;0.090
8020;17.0;22.0;5.50;0.100
8021;19.0;22.0;5.50;0.010
8022;19.0;22.0;5.50;0.020
8023;19.0;22.0;5.50;0.030
8024;19.0;22.0;5.50;0.040
8025;19.0;22.0;5.50;0.050
8026;19.0;22.0;5.50;0.060
8027;19.0;22.0;5.50;0.070
8028;19.0;22.0;5.50;0.080
8029;19.0;22.0;5.50;0.090
8030;19.0;22.0;5.50;0.100
8031;21.0;22.0;5.50;0.010
8032;21.0;22.0;5.50;0.020
8033;21.0;22.0;5.50;0.030
8034;21.0;22.0;5.50;0.040
8035;21.0;22.0;5.50;0.050
8036;21.0;22.0;5.50;0.060
8037;21.0;22.0;5.50;0.070
8038;21.0;22.0;5.50;0.080
8039;21.0;22.0;5.50;0.090
8040;21.0;22.0;5.50;0.100
8041;23.0;22.0;5.50;0.010
8042;23.0;22.0;5.50;0.020
8043;23.0;22.0;5.50;0.030
8044;23.0;22.0;5.50;0.040
8045;23.0;22.0;5.50;0.050
8046;23.0;22.0;5.50;0.060
8047;23.0;22.0;5.50;0.070
8048;23.0;22.0;5.50;0.080
8049;23.0;22.0;5.50;0.090
8050;23.0;22.0;5.50;0.100
8051;25.0;22.0;5.50;0.010
8052;25.0;22.0;5.50;0.020
8053;25.0;22.0;5.50;0.030
8054;25.0;22.0;5.50;0.040
8055;25.0;22.0;5.50;0.050
8056;25.0;22.0;5.50;0.060
8057;25.0;22.0;5.50;0.070
8058;25.0;22.0;5.50;0.080
8059;25.0;22.0;5.50;0.090
8060;25.0;22.0;5.50;0.100
8061;1.0;24.0;5.50;0.010
8062;1.0;24.0;5.50;0.020
8063;1.0;24.0;5.50;0.030
8064;1.0;24.0;5.50;0.040
8065;1.0;24.0;5.50;0.050
8066;1.0;24.0;5.50;0.060
8067;1.0;24.0;5.50;0.070
8068;1.0;24.0;5.50;0.080
8069;1.0;24.0;5.50;0.090
8070;1.0;24.0;5.50;0.100
8071;3.0;24.0;5.50;0.010
8072;3.0;24.0;5.50;0.020
8073;3.0;24.0;5.50;0.030
8074;3.0;24.0;5.50;0.040
8075;3.0;24.0;5.50;0.050
8076;3.0;24.0;5.50;0.060
8077;3.0;24.0;5.50;0.070
8078;3.0;24.0;5.50;0.080
8079;3.0;24.0;5.50;0.090
8080;3.0;24.0;5.50;0.100
8081;5.0;24.0;5.50;0.010
8082;5.0;24.0;5.50;0.020
8083;5.0;24.0;5.50;0.030
8084;5.0;24.0;5.50;0.040
8085;5.0;24.0;5.50;0.050
8086;5.0;24.0;5.50;0.060
8087;5.0;24.0;5.50;0.070
8088;5.0;24.0;5.50;0.080
8089;5.0;24.0;5.50;0.090
8090;5.0;24.0;5.50;0.100
8091;7.0;24.0;5.50;0.010
8092;7.0;24.0;5.50;0.020
8093;7.0;24.0;5.50;0.030
8094;7.0;24.0;5.50;0.040
8095;7.0;24.0;5.50;0.050
8096;7.0;24.0;5.50;0.060
8097;7.0;24.0;5.50;0.070
8098;7.0;24.0;5.50;0.080
8099;7.0;24.0;5.50;0.090
8100;7.0;24.0;5.50;0.100
8101;9.0;24.0;5.50;0.010
8102;9.0;24.0;5.50;0.020
8103;9.0;24.0;5.50;0.030
8104;9.0;24.0;5.50;0.040
8105;9.0;24.0;5.50;0.050
8106;9.0;24.0;5.50;0.060
8107;9.0;24.0;5.50;0.070
8108;9.0;24.0;5.50;0.080
8109;9.0;24.0;5.50;0.090
8110;9.0;24.0;5.50;0.100
8111;11.0;24.0;5.50;0.010
8112;11.0;24.0;5.50;0.020
8113;11.0;24.0;5.50;0.030
8114;11.0;24.0;5.50;0.040
8115;11.0;24.0;5.50;0.050
8116;11.0;24.0;5.50;0.060
